Pattern 1,Pattern 2,Pattern 3,Pattern 4,Pattern 5,Pattern 6,Pattern 7,Pattern 8,Pattern 9,Pattern 10,Pattern 11,Pattern 12,Pattern 13,Pattern 14,Pattern 15,Pattern 16,Pattern 17,Pattern 18,Pattern 19,Pattern 20,Pattern 21,Pattern 22,Pattern 23,Pattern 24,Pattern 25,Pattern 26,Pattern 27,Pattern 28,Pattern 29,Pattern 30,Pattern 31,Pattern 32,Pattern 33,Pattern 34,Pattern 35,Pattern 36,Pattern 37,Pattern 38,Pattern 39,Pattern 40,Pattern 41,Pattern 42,Pattern 43,Pattern 44,Pattern 45,Pattern 46,Pattern 47,Pattern 48,Pattern 49,Pattern 50,Pattern 51,Pattern 52,Pattern 53,Pattern 54,Pattern 55,Pattern 56,Pattern 57,Pattern 58,Pattern 59,Pattern 60,Pattern 61,Pattern 62,Pattern 63,Pattern 64,Pattern 65,Pattern 66,Pattern 67,Pattern 68,Pattern 69,Pattern 70,Pattern 71,Pattern 72,Pattern 73,Pattern 74,Pattern 75,Pattern 76,Pattern 77,Pattern 78,Pattern 79,Pattern 80,Pattern 81,Pattern 82,Pattern 83,Pattern 84,Pattern 85,Pattern 86,Pattern 87,Pattern 88,Pattern 89,Pattern 90,Pattern 91,Pattern 92,Pattern 93,Pattern 94,Pattern 95,Pattern 96,Pattern 97,Pattern 98,Pattern 99,Pattern 100,Pattern 101,Pattern 102,Pattern 103,Pattern 104,Pattern 105,Pattern 106,Pattern 107,Pattern 108,Pattern 109,Pattern 110,Pattern 111,Pattern 112,Pattern 113,Pattern 114,Pattern 115,Pattern 116,Pattern 117,Pattern 118,Pattern 119,Pattern 120,Pattern 121,Pattern 122,Pattern 123,Pattern 124,Pattern 125,Pattern 126,Pattern 127,Pattern 128,Pattern 129,Pattern 130,Pattern 131,Pattern 132,Pattern 133,Pattern 134,Pattern 135,Pattern 136,Pattern 137,Pattern 138,Pattern 139,Pattern 140,Pattern 141,Pattern 142,Pattern 143,Pattern 144,Pattern 145,Pattern 146,Pattern 147,Pattern 148,Pattern 149,Pattern 150,Pattern 151,Pattern 152,Pattern 153,Pattern 154,Pattern 155,Pattern 156,Pattern 157,Pattern 158,Pattern 159,Pattern 160,Pattern 161,Pattern 162,Pattern 163,Pattern 164,Pattern 165,Pattern 166,Pattern 167,Pattern 168,Pattern 169,Pattern 170,Pattern 171,Pattern 172,Pattern 173,Pattern 174,Pattern 175,Pattern 176,Pattern 177,Pattern 178,Pattern 179,Pattern 180,Pattern 181,Pattern 182,Pattern 183,Pattern 184,Pattern 185,Pattern 186,Pattern 187,Pattern 188,Pattern 189,Pattern 190,Pattern 191,Pattern 192,Pattern 193,Pattern 194,Pattern 195,Pattern 196,Pattern 197,Pattern 198,Pattern 199,Pattern 200,Pattern 201,Pattern 202,Pattern 203,Pattern 204,Pattern 205,Pattern 206,Pattern 207,Pattern 208,Pattern 209,Pattern 210,Pattern 211,Pattern 212,Pattern 213,Pattern 214,Pattern 215,Pattern 216,Pattern 217,Pattern 218,Pattern 219,Pattern 220,Pattern 221,Pattern 222,Pattern 223,Pattern 224,Pattern 225,Pattern 226,Pattern 227,Pattern 228,Pattern 229,Pattern 230,Pattern 231,Pattern 232,Pattern 233,Pattern 234,Pattern 235,Pattern 236,Pattern 237,Pattern 238,Pattern 239,Pattern 240,Pattern 241,Pattern 242,Pattern 243,Pattern 244,Pattern 245,Pattern 246,Pattern 247,Pattern 248,Pattern 249,Pattern 250,Pattern 251,Pattern 252,Pattern 253,Pattern 254,Pattern 255,Pattern 256,Points_Async
121,24,31,5,25,6,5,2,28,6,6,2,8,1,1,1,25,9,4,3,6,3,1,1,5,0,2,1,3,1,0,0,25,5,5,5,6,3,2,1,5,1,3,2,3,0,1,0,8,2,2,1,4,1,0,0,7,0,2,0,2,1,1,0,24,8,0,4,7,3,1,0,6,3,4,1,3,2,0,2,5,3,4,3,5,3,1,0,1,1,1,0,1,1,0,0,6,2,0,1,0,4,1,0,0,2,0,2,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,22,5,8,2,6,0,3,1,8,1,1,1,2,3,2,1,5,2,1,0,2,2,0,1,0,0,2,1,0,0,2,0,8,1,3,2,3,2,1,0,2,3,1,0,2,0,0,0,3,0,1,1,2,1,0,0,0,0,1,0,0,0,1,0,12,2,5,1,2,1,2,0,1,0,1,0,0,1,0,0,3,1,1,2,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,2,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,816
63,19,17,11,22,6,5,2,15,8,4,5,8,6,3,2,17,7,9,3,7,5,2,2,2,1,1,0,2,5,1,0,23,8,9,3,0,0,7,2,6,2,5,1,3,0,1,0,7,7,3,2,1,1,1,0,4,2,2,0,1,1,1,1,20,5,4,1,12,2,4,2,5,2,2,2,5,4,0,1,8,2,2,2,4,0,1,0,1,0,0,0,2,0,0,0,4,2,3,2,3,1,1,2,4,3,3,2,2,0,0,0,2,2,1,2,1,0,1,1,0,2,3,0,0,0,3,0,17,3,9,1,5,0,1,0,10,1,6,1,3,1,1,0,5,3,4,2,3,3,3,1,1,4,0,2,2,1,0,1,7,1,4,0,2,0,0,1,4,1,0,2,3,1,2,0,3,2,3,2,4,0,1,1,0,3,1,0,1,0,0,0,9,1,1,2,4,2,1,1,6,1,0,4,4,2,0,0,5,1,1,0,1,1,3,1,1,2,1,2,1,0,1,1,2,1,0,0,2,1,1,1,0,3,0,0,1,1,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,900
47,19,22,14,21,9,2,2,20,6,5,5,13,6,6,3,19,5,7,4,7,2,2,3,1,2,1,1,0,1,2,2,18,8,8,2,1,3,1,3,6,2,3,2,3,2,1,0,9,5,3,1,1,2,1,0,0,2,1,3,3,3,0,0,21,6,1,2,4,5,2,1,7,0,2,3,3,3,2,1,10,2,1,2,3,2,1,1,0,1,3,1,1,0,1,0,4,1,1,2,0,1,1,0,2,2,2,4,1,3,2,0,6,1,2,2,0,0,1,0,3,3,1,1,2,0,0,0,19,0,5,0,8,0,2,4,7,3,4,1,2,0,2,2,6,0,0,0,4,0,3,2,1,1,2,2,1,1,3,0,12,4,3,0,0,2,2,0,3,1,0,0,0,2,0,0,7,0,1,1,6,1,2,0,1,1,1,0,2,2,0,1,10,3,2,2,4,0,0,3,4,0,2,1,1,0,1,1,6,4,5,0,1,0,3,1,2,0,1,0,2,1,0,0,5,0,0,2,2,2,2,1,1,2,1,2,0,1,1,0,1,1,2,0,1,0,1,1,1,0,0,0,0,1,1,1,903
506,22,22,3,23,1,0,0,19,3,0,1,3,0,0,0,19,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,24,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,1,0,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248
0,2,1,7,2,5,0,3,2,0,7,2,7,3,2,39,2,7,0,2,2,4,0,0,0,0,0,0,0,0,0,0,2,0,7,2,0,0,0,0,0,0,1,0,0,0,0,0,7,2,2,41,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,5,0,0,0,0,0,0,1,0,0,0,5,5,0,0,4,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,15,3,0,1,0,0,0,0,0,5,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,1,0,0,0,0,0,3,0,42,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,3,0,0,1,10,7,0,0,0,1,0,0,0,2,0,0,0,43,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,2,0,14,4,0,0,0,0,0,1,1,0,0,0,2,0,1,2,9,32,0,0,0,0,1,1,15,0,4,1,10,0,12,15,208,734
39,13,15,10,14,9,1,6,13,3,14,5,8,4,3,6,14,10,4,2,0,6,2,1,0,1,1,1,2,1,6,3,18,5,3,3,2,0,1,2,2,0,6,1,1,2,0,2,10,4,7,3,0,0,0,2,1,0,0,1,2,1,0,4,12,3,1,0,7,5,0,1,5,1,2,2,8,0,0,0,9,4,1,2,4,15,1,2,0,0,3,2,1,1,3,0,2,1,0,1,0,0,2,1,0,3,0,1,0,1,1,4,6,2,1,0,1,1,1,1,2,0,5,2,0,4,3,2,11,0,7,3,7,2,0,1,6,0,0,1,6,2,0,3,3,0,0,0,0,2,0,2,2,0,1,3,1,0,0,0,11,0,5,0,3,3,0,3,5,3,9,2,0,4,2,2,5,1,1,2,0,3,3,1,1,0,2,0,1,1,2,5,7,2,1,1,5,0,3,1,8,1,2,3,4,1,0,2,6,0,0,4,0,2,1,3,0,0,3,0,3,0,2,3,4,4,0,2,0,0,1,0,1,0,2,2,0,4,3,3,6,5,2,2,4,0,1,4,3,2,2,2,4,1,1,10,820
32,14,10,6,14,9,5,5,12,8,13,3,8,4,4,4,12,13,5,6,4,4,2,1,0,2,3,1,0,0,1,2,12,2,9,7,1,3,4,2,5,1,6,1,0,1,0,0,9,7,7,5,1,3,4,1,0,0,0,0,2,2,1,1,16,4,0,0,12,6,2,2,5,3,2,0,5,2,1,0,5,4,1,2,8,11,2,2,2,1,2,2,3,1,0,0,6,3,2,2,2,0,1,1,2,0,1,0,2,2,2,5,4,0,1,3,2,1,0,1,1,3,0,2,1,1,2,1,14,2,3,1,4,1,1,2,11,2,6,2,5,2,3,1,5,2,2,2,2,2,0,1,2,5,3,3,0,2,1,1,14,0,8,0,1,1,3,1,7,0,6,2,0,1,3,1,3,1,0,1,1,0,0,0,4,2,1,0,2,2,2,0,9,2,2,3,4,2,1,0,4,2,0,0,1,0,2,1,6,0,1,2,1,3,3,2,3,0,0,0,0,3,0,1,2,2,3,2,1,0,2,1,1,2,4,1,2,2,2,0,2,0,0,1,2,0,1,1,1,2,1,2,2,0,3,2,880
75,18,21,8,24,7,6,2,19,8,6,3,7,4,4,3,20,13,1,3,7,1,2,1,2,4,0,0,1,3,0,1,20,5,14,4,3,1,0,0,6,2,1,2,1,1,2,0,10,4,4,4,0,2,2,1,3,1,3,1,0,0,1,1,20,6,0,1,9,4,2,6,5,2,1,1,8,2,0,1,8,1,4,2,2,1,0,1,0,2,2,0,2,1,0,0,3,1,3,2,3,3,1,3,1,1,2,0,0,1,2,0,3,0,2,2,2,0,3,0,3,0,0,0,1,0,0,2,24,1,3,3,7,0,3,0,6,1,7,0,4,1,1,0,4,3,1,2,3,1,1,1,3,5,3,2,1,0,3,3,7,1,2,1,4,1,0,2,3,2,2,1,2,0,2,0,3,3,2,0,0,1,0,0,1,0,0,0,0,1,0,0,8,2,0,0,0,2,2,0,6,0,3,0,2,1,2,1,4,0,0,1,0,1,3,1,1,3,0,1,0,1,0,1,4,1,3,2,2,1,0,0,1,2,0,0,0,1,2,1,2,0,2,2,2,0,1,0,1,3,0,0,0,0,1,0,844
7,8,10,7,9,8,1,3,6,0,15,4,6,6,1,19,8,5,3,4,1,6,0,0,0,0,1,1,0,0,0,2,9,1,7,7,0,1,0,0,4,1,3,0,0,0,0,1,11,6,4,16,0,0,0,0,0,0,0,0,1,3,1,5,4,2,0,0,7,4,0,2,3,0,0,1,5,0,1,1,8,5,0,0,4,22,1,1,0,1,2,2,0,1,1,5,2,1,0,2,0,0,0,1,0,0,1,2,0,2,2,8,4,0,0,0,0,2,3,3,1,0,1,7,0,5,6,3,10,0,1,1,1,0,0,1,7,0,5,0,7,0,0,1,1,0,1,1,1,0,2,0,0,2,1,0,0,1,2,4,9,0,5,0,0,1,0,2,5,0,5,3,0,4,3,9,4,0,0,1,0,1,5,3,1,3,2,4,2,6,2,9,13,0,0,1,4,0,0,1,4,0,1,2,20,1,0,1,4,0,1,2,0,1,1,3,1,2,1,4,0,4,4,11,4,0,1,0,1,2,1,4,0,3,2,2,0,1,8,9,12,3,1,5,2,5,7,11,2,4,6,11,7,5,7,16,772
59,21,19,10,18,9,3,4,22,2,5,5,8,4,7,4,16,6,4,7,3,5,1,2,4,0,2,0,1,4,0,2,17,4,8,3,1,2,1,1,6,1,1,1,1,0,4,1,11,2,4,7,3,1,3,1,1,2,2,1,2,0,2,0,18,4,1,1,9,5,2,1,5,0,1,2,2,2,1,3,10,5,1,2,4,2,0,1,0,0,2,1,3,3,1,1,5,1,1,1,2,0,1,3,2,0,1,1,1,2,1,0,4,2,0,1,1,1,2,0,2,0,1,2,0,2,3,1,21,2,5,4,8,3,0,1,8,1,4,2,3,2,3,0,2,3,0,0,1,0,0,0,1,1,2,1,2,1,0,2,7,0,3,1,1,4,0,2,6,2,3,0,1,0,1,0,5,2,0,1,2,1,1,1,2,2,1,2,0,1,1,1,12,0,1,2,0,0,1,0,4,1,1,1,1,2,1,0,6,0,3,1,2,1,1,2,1,1,2,3,1,2,1,1,3,4,2,1,2,1,4,2,1,2,3,0,0,2,4,1,4,1,0,0,0,1,2,1,2,1,0,1,1,1,2,0,814
38,15,12,6,13,12,0,4,11,3,7,2,2,4,8,9,13,7,4,4,2,5,2,2,1,0,1,2,0,1,1,1,13,2,5,3,0,1,1,2,4,4,7,1,0,0,0,0,4,3,4,6,6,1,0,3,2,1,2,1,0,2,2,1,10,3,1,1,8,6,1,0,3,1,3,1,7,5,2,1,14,3,0,2,2,8,1,5,0,1,1,2,0,2,0,4,2,1,0,1,1,0,0,0,0,0,2,1,1,2,1,4,6,2,0,1,1,3,1,4,2,1,1,2,1,2,2,6,9,1,2,1,2,1,1,0,8,1,7,2,8,1,1,1,3,0,2,2,0,0,0,2,1,0,0,2,0,1,3,4,12,0,9,1,1,2,1,2,4,1,11,2,2,1,1,5,2,1,0,1,2,1,1,4,3,1,4,0,1,1,2,4,6,0,0,0,6,0,1,0,5,0,1,1,3,1,2,2,8,1,2,3,2,2,2,1,0,3,2,2,1,7,0,2,4,2,0,5,1,0,3,0,0,0,4,2,1,4,2,7,2,5,2,1,6,3,1,6,2,3,2,5,1,4,8,6,800
3,5,5,9,6,5,3,4,7,2,7,4,5,6,6,17,4,7,1,4,1,6,1,0,0,0,0,0,0,0,0,1,4,0,8,4,0,0,0,0,3,0,5,0,0,0,0,1,7,5,4,28,0,0,1,1,0,1,0,0,0,1,1,6,2,2,0,0,10,5,0,0,1,0,0,1,8,0,0,0,8,4,0,0,4,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,5,4,0,0,0,0,1,0,1,0,2,2,5,0,6,3,12,4,0,4,0,1,0,0,0,10,0,3,1,7,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,4,8,0,3,1,0,1,0,1,5,0,13,1,0,1,1,1,5,0,0,0,1,0,2,3,0,1,0,1,3,1,5,14,7,1,0,0,5,0,0,1,5,0,0,2,17,2,1,3,3,0,0,1,0,0,1,7,0,0,1,0,0,2,7,18,4,0,0,3,1,0,0,3,0,1,1,6,0,5,3,16,31,1,0,5,0,1,1,13,1,2,3,15,4,11,15,74,758
1,1,2,7,2,7,0,2,5,0,5,3,5,3,4,37,2,7,0,3,1,3,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,1,0,3,0,0,0,0,0,5,4,4,35,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,4,0,0,0,0,0,0,4,0,0,0,7,4,0,0,3,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,2,0,0,0,2,0,1,2,12,3,0,1,0,0,0,0,0,6,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,0,0,4,0,30,0,0,0,2,0,6,0,0,0,0,0,1,0,0,0,0,2,0,0,0,14,7,0,0,0,3,0,0,0,4,0,0,0,30,0,0,1,4,0,0,0,0,0,0,0,0,2,0,1,0,0,2,14,5,0,0,0,0,0,0,2,0,0,0,1,0,1,1,18,29,0,0,1,0,1,1,18,0,2,2,14,1,17,16,181,727
39,10,12,9,13,13,5,4,14,4,7,5,10,4,6,3,15,10,4,3,3,1,0,0,1,2,1,0,1,3,4,2,17,5,8,7,0,2,2,1,4,1,4,1,1,0,2,1,8,6,6,4,3,1,1,0,2,2,1,0,3,1,1,2,14,5,0,1,7,3,1,3,4,3,0,2,6,0,0,2,11,3,1,2,5,0,1,1,1,3,1,1,1,1,3,0,2,2,1,1,3,3,1,2,0,2,2,3,3,2,1,0,4,1,1,2,0,0,2,5,2,3,3,1,1,3,3,2,11,0,9,1,5,0,1,2,7,0,3,2,5,2,1,1,6,0,1,2,0,0,2,5,0,3,4,3,2,2,2,2,5,0,5,1,3,3,2,0,6,1,1,0,2,1,0,0,4,3,3,2,0,2,3,4,1,1,0,3,2,1,3,1,12,1,1,2,4,1,2,2,5,1,1,2,7,2,0,3,1,0,2,0,3,3,2,2,1,4,2,3,0,2,1,2,5,3,0,3,0,1,3,2,0,2,0,3,2,4,3,2,4,1,2,1,2,2,0,0,2,2,0,4,0,0,3,0,874
209,27,35,4,31,5,4,2,32,9,5,3,7,0,2,2,37,10,4,1,4,2,1,0,2,1,0,0,0,1,0,0,30,7,10,3,3,2,1,0,4,0,2,0,3,0,0,0,2,2,3,1,3,0,0,0,2,0,0,0,0,0,0,0,30,6,1,1,10,1,3,0,6,2,1,0,1,0,0,0,5,1,3,0,1,2,1,0,2,0,1,0,0,0,0,0,10,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,3,5,1,4,3,2,0,9,1,2,0,3,0,0,0,6,3,3,0,0,0,2,0,0,0,0,0,1,0,0,0,7,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,2,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,670
15,9,9,10,8,9,3,7,11,1,7,6,18,3,5,11,9,7,3,5,2,5,0,2,0,1,1,2,2,1,3,1,11,3,8,7,2,0,0,1,2,1,6,1,0,1,1,2,12,8,6,10,1,2,1,0,1,1,1,1,4,0,0,2,14,2,0,1,5,8,1,0,2,3,0,1,4,0,0,2,7,6,1,1,9,9,0,2,1,1,3,1,1,2,2,3,3,1,0,1,0,1,0,1,1,0,0,0,3,1,5,1,5,0,2,2,0,1,1,3,2,3,2,5,2,2,1,3,8,0,6,3,4,0,2,1,10,1,4,0,2,2,0,2,4,0,0,0,0,1,0,3,2,0,1,3,1,1,2,2,9,1,5,1,1,1,1,2,5,1,8,0,3,3,1,3,6,0,2,1,0,2,1,5,0,3,2,1,2,2,5,2,15,0,0,0,6,1,1,1,3,1,1,3,7,3,4,6,4,1,1,0,1,2,3,1,2,2,5,4,1,2,0,2,4,1,1,6,1,3,0,1,0,1,3,1,1,5,2,5,6,5,2,2,3,4,4,4,3,0,1,5,1,3,4,4,824
315,35,30,4,29,3,4,1,33,3,4,0,4,0,1,1,30,10,4,1,6,0,0,0,6,0,0,0,0,0,0,0,33,3,7,2,5,0,1,0,2,0,0,0,1,0,0,0,4,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,30,5,3,1,11,0,0,0,4,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,5,0,4,0,0,1,7,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492
28,16,13,10,12,13,2,4,17,3,8,3,8,3,4,3,11,7,7,4,3,4,3,1,1,1,3,0,1,0,2,2,16,5,10,4,3,2,2,2,7,1,1,1,0,0,0,3,10,9,3,2,0,3,1,1,0,1,2,0,0,1,4,1,16,2,1,0,9,3,1,0,2,2,1,6,4,1,1,2,8,2,1,2,4,8,2,3,2,1,0,2,1,6,2,1,6,0,1,4,2,0,1,4,0,2,0,2,0,1,3,5,1,1,3,1,3,1,1,0,1,5,1,3,1,3,1,1,14,3,7,0,2,0,2,1,11,4,2,0,7,2,3,1,6,1,2,1,1,1,1,1,2,1,1,3,2,4,2,2,2,0,4,2,2,1,4,1,3,0,3,2,0,4,2,0,7,0,2,2,0,2,0,1,3,4,2,4,1,0,2,4,8,1,0,0,7,3,3,0,6,0,1,1,4,0,0,1,3,0,0,2,1,3,3,4,1,2,0,3,2,1,1,2,6,2,2,2,2,0,4,1,2,2,2,1,2,0,6,2,5,1,1,2,0,1,1,3,1,2,3,3,2,2,3,0,866
7,3,4,9,6,9,3,3,5,2,8,5,5,5,5,20,4,9,0,6,3,4,0,1,0,0,0,0,0,0,0,0,6,2,9,4,0,0,0,0,1,0,4,0,0,0,0,2,10,4,6,17,0,0,1,0,0,1,0,1,1,1,3,3,4,2,0,0,5,7,0,1,0,0,0,1,6,0,0,0,9,6,0,1,5,13,0,1,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,3,0,0,0,1,1,2,1,4,7,0,0,0,0,1,1,3,0,1,0,5,1,7,4,13,6,0,1,0,1,0,0,0,5,1,5,0,3,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,3,1,4,3,0,5,1,0,1,0,1,6,1,21,1,0,1,0,3,8,1,0,0,0,1,1,2,0,1,0,3,1,4,3,17,8,0,0,0,3,0,0,1,4,1,0,0,32,0,0,4,5,0,0,1,0,1,1,6,1,0,0,4,0,2,5,14,8,0,0,3,0,1,2,3,1,1,0,4,1,0,3,13,13,0,2,6,3,5,2,17,1,4,6,16,1,14,14,42,748
2,1,3,8,4,8,1,4,5,1,7,5,3,6,7,23,2,8,1,2,1,3,0,0,0,0,0,0,0,0,0,1,3,0,5,4,0,0,0,0,1,0,3,0,0,0,0,0,7,4,4,32,0,0,0,1,0,0,0,1,0,0,1,3,2,1,0,0,7,4,0,0,0,0,0,1,7,0,0,0,8,3,0,0,4,30,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,5,0,0,1,0,0,0,2,0,1,1,1,1,3,2,15,2,0,0,0,2,0,0,0,5,0,4,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,3,0,0,0,0,1,2,0,34,0,0,0,0,4,4,0,0,1,0,0,0,2,0,0,0,2,1,2,3,17,8,0,0,0,3,0,0,0,5,0,0,0,26,1,1,2,3,0,0,2,0,0,1,2,0,0,0,1,1,4,2,22,4,0,0,0,0,0,0,1,0,0,0,2,1,5,2,18,28,1,0,3,1,3,2,18,1,0,4,18,1,17,14,114,734
29,13,11,9,19,7,4,5,15,5,7,4,10,4,5,0,10,10,6,6,4,5,1,0,1,0,0,0,1,1,1,1,9,6,12,4,0,0,1,2,5,2,2,5,1,0,2,1,9,5,5,7,0,1,0,1,1,0,1,2,2,3,4,0,17,3,2,0,8,4,2,3,4,3,1,2,3,1,1,2,8,2,1,1,6,4,0,2,1,0,1,4,1,4,3,2,0,3,2,1,1,1,1,3,0,3,3,1,1,4,1,1,7,0,1,2,0,3,2,2,2,2,2,4,1,1,0,2,14,0,2,0,2,1,0,1,5,1,9,0,4,2,1,3,3,1,1,1,2,2,3,1,1,2,0,2,3,2,2,1,10,0,4,1,2,0,1,2,4,1,11,2,1,1,1,5,4,0,1,4,3,4,0,5,1,3,1,3,0,3,2,1,8,0,0,2,4,2,3,1,2,2,1,1,7,2,1,3,5,1,2,2,3,2,6,2,0,1,6,1,1,5,0,2,8,2,1,0,1,2,1,1,1,2,0,2,2,2,3,1,6,1,1,1,1,2,1,0,2,0,1,2,1,4,2,4,860
59,16,23,8,19,10,1,8,16,6,9,7,8,5,6,3,21,10,5,3,7,5,1,0,2,2,0,0,2,2,2,0,22,2,11,6,4,2,2,0,6,3,2,0,0,2,2,1,10,5,4,5,0,2,2,0,2,1,2,2,2,2,3,1,24,7,2,4,10,6,1,0,9,1,2,3,1,2,0,1,8,6,2,1,8,1,1,1,2,2,1,0,0,0,0,1,3,3,0,0,0,2,2,0,2,0,3,0,0,3,0,0,2,0,0,3,3,1,0,0,0,0,1,0,0,2,1,0,23,4,7,2,7,1,0,1,7,0,7,2,4,1,1,0,5,1,1,2,1,0,0,1,1,2,3,0,2,1,0,0,10,0,4,4,3,1,3,0,6,1,5,0,0,0,0,0,3,1,2,0,1,1,0,1,0,1,0,0,1,1,1,1,7,3,0,1,7,0,1,1,3,1,0,0,6,0,0,0,2,3,4,1,1,1,3,0,2,0,2,0,1,0,1,1,4,0,0,2,1,1,1,0,7,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,2,0,0,0,2,0,1,0,854
8,5,6,14,7,4,1,6,6,2,5,5,12,5,5,14,6,9,4,5,3,5,0,1,0,0,0,1,1,0,0,4,6,2,11,6,0,0,0,1,2,0,5,1,1,1,1,1,13,5,4,10,0,0,0,3,0,0,3,0,0,2,1,7,7,2,0,0,7,8,0,0,4,0,0,1,5,1,0,3,4,8,0,1,8,9,0,1,0,0,1,1,1,0,2,3,3,0,1,0,0,1,2,1,0,0,2,2,0,3,2,1,6,0,0,2,2,1,0,4,0,2,1,3,4,4,2,9,4,0,2,1,5,0,0,1,8,0,5,0,4,0,0,2,5,1,0,0,0,0,1,0,0,0,0,4,0,5,2,3,7,1,4,0,0,1,0,1,4,1,17,1,1,2,0,6,3,1,0,2,0,1,4,1,1,4,0,3,2,2,5,7,13,0,0,1,5,2,1,0,3,0,1,1,16,2,4,6,4,1,2,0,0,1,0,4,0,2,2,4,2,3,3,8,4,0,1,1,0,3,1,7,1,0,1,5,2,0,0,7,12,4,3,5,1,3,8,9,3,10,3,4,4,6,6,24,778
